Pais|Aceites y grasas|Acuícola y pesquero|Agroindustrial|Agroquímicos|Artesanías|Artículos de hogar oficina hoteles e industrial|Autopartes|Avícola|Azúcar|Banano|Bebidas|Bovino|Cacao y sus derivados|Café|Calzado|Comunicación gráfica y editorial|Cosméticos y productos de aseo|Couriers|Cuero y manufacturas de cuero|Cárnico|Derivados del café|Dotación hospitalaria|Envases/Empaques|Farmacéutico|Flores y plantas vivas|Frutas y hortalizas frescas y procesadas|Instrumentos y aparatos|Joyeria y Bisuteria|Lácteos y sus derivados|Material Promocional|Materiales de construcción|Metalmecánica|Muebles y maderas|Objetos de arte, antigüedades y menajes|Otros agrícola|Otros pecuario|Otros servicios|Papel y cartón|Plástico y caucho|Porcino|Químico|Textiles y Confecciones|Vehículos y otros medios de transporte
Ecuador|0.97885311|0.7000469|1.0|1.0|0.88134158|0.99165082|0.99697828|1.0|0.85493433|0.63669348|1.0|0.8542372|0.95145929|0.60306084|0.95448506|0.93889356|0.98104179|1.0|0.84117651|0.95135063|0.8375479|1.0|0.97085381|1.0|0.75087506|0.76401901|1.0|0.92440569|0.88234925|1.0|0.93128037|1.0|0.86253214|0.82403636|0.9028787|0.75712311|0.86974072|1.0|0.92285931|0.66565102|0.98913169|0.95771748|1.0
Egipto|0.02839208|0.0|0.13212922|0.0079400642|0.15430424|0.18009476|0.28684175|0.0030747808|0.2385807|0.16380022|0.0|0.93950683|0.45287475|0.62243271|0.0|0.085185185|0.0|0.0071336357|0.19243276|0.052141868|0.15928021|0.0|0.44905496|0.33089563|0.030083064|0.0|0.38596797|0.0050342381|0.0|0.45501727|0.076986566|0.16378094|0.37513721|0.02478859|0.4214575|0.48952156|0.038827162|0.22160695|0.21980196|0.20468143|0.13616696|0.17607176|0.31297836
El Salvador|0.65551913|0.6972934|0.81675589|0.72828114|0.818115|0.93071622|0.90087652|0.54860818|0.42932767|0.64985728|0.71472263|0.50715059|0.78746045|0.31799677|0.80496538|0.80371535|0.79897559|0.65853441|0.7991941|0.50056171|0.74249768|0.84578115|0.80007243|0.86621594|0.57119668|0.78128296|0.76889312|0.77243865|0.47226295|0.78669369|0.81767583|0.80535638|0.83813298|0.55225056|0.81133533|0.62375003|0.59121531|0.87416786|0.78992712|0.48177338|0.85445571|0.6822359|0.78347456
Emiratos Árabes Unidos|0.59927702|0.44625258|0.44149306|0.35209852|0.49554867|0.29323107|0.51828361|0.70618898|0.548244|0.58991092|0.27391055|0.79659468|0.53910029|0.69642138|0.64117396|0.58260697|0.61276412|0.1068279|0.43999615|0.6995886|0.47021323|0.55330652|0.092123926|0.49407738|0.6316995|0.66088367|0.47963661|0.61461478|0.64862514|0.596789|0.30317041|0.51992828|0.5820803|0.53422761|0.59653652|0.49907869|0.11524668|0.22517589|0.25896463|0.02493643|0.27180359|0.5864284|0.36379227
Eritrea|0.38710946|0.31414977|0.25465435|0.32069582|0.35454535|0.27613056|0.27498716|0.40859437|0.31415784|0.31158233|0.36538172|0.39851138|0.27960229|0.23789608|0.41336656|0.21380311|0.36631|0.51919997|0.28800595|0.45405209|0.25223792|0.30330169|0.33693314|0.31111759|0.20186114|0.31823084|0.24819882|0.37077153|0.43287355|0.32450423|0.30907282|0.2224806|0.29132313|0.29238099|0.35309786|0.3612217|0.48034731|0.37477317|0.27904159|0.43351144|0.28164494|0.23477395|0.29459918
Eslovaquia|0.45870221|0.75841796|0.32767618|0.16289023|0.77761066|0.14686786|0.35006121|0.28688276|0.14637011|0.65527642|0.29644907|0.20234667|0.67598605|0.52372372|0.26234093|0.34110683|0.19168612|0.35073769|0.49775192|0.32583791|0.4539445|0.20271192|0.42710003|0.18109505|0.59036523|0.24657354|0.38302833|0.20979545|0.3096188|0.15648723|0.14059365|0.15416482|0.15887684|0.18997192|0.15718536|0.84580088|0.36501187|0.175182|0.14298584|0.42729419|0.14554742|0.14334311|0.11726356
Eslovenia|0.30664736|0.49663275|0.31333315|0.19665405|0.26780856|0.16642135|0.33103818|0.31154102|0.56787586|0.77506155|0.31309497|0.23563519|0.30780458|0.68321967|0.28037649|0.34440687|0.21899307|0.37507004|0.20947239|0.35333684|0.1854735|0.31235069|0.18760127|0.18438601|0.50729209|0.60377002|0.19837001|0.23160324|0.32884729|0.13481346|0.14451125|0.11924364|0.45370087|0.20359021|0.26607114|0.3017396|0.37400568|0.57447553|0.24034095|0.4544718|0.4161385|0.28644598|0.48281324
España|0.93033153|0.72551429|0.74084979|0.60476005|0.91482639|0.64121795|0.66926956|0.21161819|0.68780208|0.86528504|0.83282113|0.16307196|0.63055563|0.8091464|0.61820173|0.64968812|0.69394928|0.46144032|0.59027153|0.82503945|0.63370389|0.65581274|0.59775388|0.58382791|0.76194859|0.87799001|0.53748584|0.69083548|0.70611489|0.69682121|0.5890075|0.66379976|0.52635413|0.73132145|0.7356438|0.69021529|0.72146308|0.68623197|0.66144204|0.34716123|0.68011987|0.59973884|0.65557534
Estados Unidos|0.85343295|1.0|0.92375767|0.70605135|1.0|0.92420483|1.0|0.73813152|1.0|1.0|0.93125486|0.6929791|0.93602931|1.0|1.0|0.91215968|0.85002536|0.97751486|1.0|0.84772998|1.0|0.90998125|1.0|0.56851983|1.0|0.95304871|0.94788682|0.87758934|0.89018995|0.96085322|1.0|0.81211436|1.0|1.0|1.0|1.0|1.0|0.79112571|0.76257133|0.29537889|0.66344953|1.0|0.84205616
Estonia|0.25654966|0.64711267|0.48929742|0.16000302|0.66062987|0.29917127|0.15026852|0.2534917|0.28172457|0.2033439|0.70495909|0.18497944|0.75410205|0.67952156|0.31316671|0.42519861|0.20819046|0.31997621|0.17044491|0.30607256|0.53486156|0.19571643|0.18477359|0.18856704|0.44885403|0.29253119|0.11850271|0.29489112|0.28439289|0.79428411|0.14773053|0.10950157|0.15526196|0.17312464|0.21990398|0.2767193|0.3251572|0.16888647|0.13936746|0.4051618|0.19955057|0.29824591|0.15062061
Etiopía|0.25067583|0.19608921|0.11410722|0.26333755|0.17916703|0.16304433|0.62665832|0.27162582|0.25213668|0.20627548|0.23570237|0.20845956|0.029718708|0.019753296|0.18561201|0.094519615|0.23164009|0.3988201|0.18911661|0.16635697|0.15260802|0.20560175|0.19070795|0.24182391|0.46407786|0.17716926|0.14677483|0.16507789|0.23044586|0.20623086|0.15698206|0.67827547|0.21330491|0.33829388|0.25519156|0.21718764|0.29345|0.27753389|0.11961505|0.13396433|0.70422101|0.1074263|0.65080267
Filipinas|0.11841013|0.54734099|0.28677744|0.67217994|0.11591585|0.22501579|0.60911858|0.12271197|0.47669393|0.12558463|0.13535263|0.14357141|0.42280084|0.3241879|0.38510025|0.034225583|0.52883488|0.19618087|0.057359844|0.093202829|0.4356178|0.66568244|0.63749206|0.67196512|0.40107918|0.0971293|0.46294188|0.35151252|0.20858438|0.077588581|0.31955934|0.34503806|0.089601144|0.15274382|0.075530648|0.15211859|0.19894499|0.62019795|0.33852714|0.06609606|0.41226256|0.35579541|0.065563194
Finlandia|0.20124677|0.53970581|0.13681689|0.12890996|0.23185694|0.13953707|0.26354128|0.26514825|0.12461482|0.6288498|0.43584722|0.19123825|0.37477341|0.63435924|0.23641437|0.30281451|0.19797444|0.32948858|0.13111305|0.31500515|0.56970572|0.46912128|0.16437986|0.13375401|0.59823453|0.48344457|0.42062438|0.17966096|0.18078856|0.64261395|0.11291291|0.32761675|0.46528|0.32172894|0.36735177|0.15620151|0.22309491|0.1063666|0.19814628|0.41401434|0.11681519|0.47772679|0.4987784
Fiyi|0.094792083|0.050949931|0.42390025|0.045501404|0.086256616|0.039916046|0.059380524|0.069368906|0.13130024|0.062660336|0.056658175|0.068199337|0.58661443|0.11169833|0.094271034|0.32517731|0.075704448|0.098698929|0.43700072|0.10968541|0.033252195|0.07301411|0.060927019|0.057947136|0.025987102|0.071358278|0.048476703|0.085458577|0.070240229|0.053347819|0.043027464|0.19681811|0.064131103|0.038722523|0.048378281|0.063269742|0.11813864|0.053834453|0.033590317|0.15538096|0.034380894|0.033781815|0.046486009
Francia|0.62724721|0.69413847|0.57929808|0.46480632|0.81169528|0.57407355|0.56175447|0.2070896|0.78919137|0.85584426|0.76351696|0.29873347|0.76371765|0.71987462|0.70834529|0.6444838|0.55258811|0.42983305|0.50901014|0.23870668|0.59113336|0.61911809|0.51344919|0.51524842|0.66339111|0.86072582|0.51065081|0.64051515|0.19941631|0.53775394|0.58624125|0.56088126|0.60829592|0.65343392|0.69783473|0.66609752|0.70356739|0.57105875|0.45769507|0.48571262|0.47693914|0.56470305|0.56221551
Gabón|0.37350687|0.23862857|0.67703491|0.33564141|0.28559393|0.28392857|0.58151031|0.47099718|0.20313579|0.32503831|0.35931057|0.7820912|0.10763445|0.11465912|0.40486532|0.030415375|0.34520453|0.59359491|0.30804306|0.43737429|0.2621139|0.23507425|0.35852879|0.27926108|0.37870556|0.28320685|0.59006071|0.27237204|0.42648569|0.32146052|0.45131245|0.60770899|0.30441654|0.31541124|0.35617191|0.32886308|0.45480683|0.4003242|0.31583101|0.30678111|0.28458595|0.22143701|0.29170674
Gambia|0.47949198|0.43479913|0.56216311|0.42621496|0.43351233|0.3773886|0.36278802|0.5439716|0.36220098|0.42356128|0.7777878|0.43850636|0.22277036|0.28424746|0.51803839|0.5273245|0.45753661|0.68179011|0.40365064|0.5214926|0.3702307|0.44905034|0.40795577|0.42067152|0.31067425|0.77329391|0.33992296|0.47582638|0.84734243|0.44670266|0.37284499|0.28727281|0.40586847|0.43913481|0.47161376|0.46897221|0.61035907|0.49403295|0.34848398|0.36583012|0.39521739|0.32617268|0.40477243
Georgia|0.13604821|0.096735403|0.059740067|0.099925615|0.14265247|0.13109964|0.40205294|0.11354738|0.61276162|0.10897349|0.14300027|0.71235716|0.17929|0.5530684|0.15017875|0.3316837|0.11408094|0.16945204|0.078612283|0.15381521|0.41163677|0.26116502|0.1102903|0.47715288|0.45643294|0.081772864|0.059229322|0.12322752|0.13608691|0.067162313|0.05413945|0.085594073|0.1065108|0.083272658|0.09798485|0.10612309|0.17576778|0.072003543|0.06120754|0.36897928|0.060892612|0.14032055|0.12884718
Ghana|0.38310775|0.29644191|0.65705693|0.69940507|0.3445994|0.67282683|0.75519049|0.48795849|0.65939045|0.38382804|0.4386766|0.39488006|0.13562202|0.22070974|0.47691238|0.48238862|0.41780046|0.62011373|0.35554692|0.47614399|0.32346678|0.61545372|0.36880344|0.65491629|0.529984|0.3707611|0.62210304|0.42266929|0.48505083|0.3496353|0.42117879|0.75042099|0.60486209|0.48191988|0.41758314|0.40756324|0.55699545|0.45872641|0.65662014|0.27764162|0.6103639|0.60720044|0.69641936
Gibraltar|0.198333|0.14803651|0.10489641|0.14825571|0.20203684|0.10263452|0.13110845|0.18001601|0.42243001|0.15971008|0.24755578|0.19938371|0.38298759|0.37326992|0.22482401|0.49284092|0.16960856|0.24999404|0.11984672|0.25622195|0.10761049|0.17482629|0.14007941|0.16546085|0.085581847|0.16517848|0.12489718|0.19073874|0.21647909|0.14833625|0.12311672|0.093912005|0.14644714|0.12477345|0.16006556|0.1686509|0.26450074|0.16582064|0.086322695|0.56558561|0.11029111|0.11630557|0.13938829
Granada|0.51495355|0.46354222|0.66737139|0.712291|0.48975849|0.78571558|0.63611937|0.59712315|0.6997512|0.46243545|0.52159131|0.52595234|0.68618977|0.2780917|0.84942019|0.57670343|0.51142758|0.76129568|0.79143965|0.6291638|0.61725646|0.48344761|0.74597365|0.6044057|0.62036228|0.4495455|0.41786999|0.51975983|0.60362619|0.64971507|0.71041441|0.73685312|0.69203478|0.48883447|0.52834535|0.50206232|0.66924882|0.52833468|0.67631692|0.56861436|0.45396286|0.66291559|0.52825367
Grecia|0.39941466|0.21771803|0.54311907|0.47690657|0.54209721|0.45403436|0.26807296|0.23858956|0.53148723|0.67757177|0.21532631|0.17540282|0.28962323|0.72290576|0.57553995|0.25045457|0.16355884|0.3095153|0.59524751|0.28838253|0.54917991|0.43699265|0.33076212|0.13720989|0.36066049|0.48742592|0.40977266|0.64561582|0.26671532|0.46529078|0.10785927|0.59882754|0.48231876|0.15549743|0.29692435|0.2618295|0.31264603|0.15328495|0.37522796|0.39035881|0.45833701|0.5525344|0.15369678
Groenlandia|0.51928663|0.42821139|0.36907628|0.45854527|0.47266406|0.4425959|0.47338042|0.58839053|0.42557931|0.45921952|0.51262492|0.5287168|0.38614357|0.37638521|0.54729915|0.49598315|0.49747527|0.72687244|0.43065938|0.59117973|0.39506972|0.45345759|0.46028721|0.43990576|0.33871263|0.46223515|0.41276371|0.52266359|0.5723533|0.48925501|0.43338302|0.39239982|0.44341058|0.46872765|0.50888395|0.51315397|0.64121187|0.52270097|0.39934289|0.59368306|0.38105053|0.40946048|0.43713331
Guam|0.3174668|0.24313381|0.19533679|0.2564677|0.29177833|0.24085319|0.23785725|0.33153409|0.24245411|0.25338924|0.28964627|0.31904191|0.21861115|0.17310514|0.33895069|0.20941448|0.29986992|0.40239918|0.22408852|0.3626762|0.20170149|0.28039399|0.27153546|0.25124156|0.25516555|0.2494472|0.21162465|0.30214721|0.35266453|0.248308|0.22401416|0.18193744|0.22261088|0.21288943|0.28450751|0.29532653|0.3899661|0.29749352|0.21103412|0.28918311|0.21373612|0.19470391|0.23073542
Guatemala|0.75910938|0.86246777|0.87838107|0.89159274|0.84899056|0.96299338|0.95851624|0.61175138|0.43872947|0.49630189|0.79083669|0.55386454|0.81216389|0.30724502|0.94919151|0.82310873|0.88863838|0.73862576|0.87049931|0.90448451|0.75959098|0.89420295|0.77860856|0.80575585|0.65124649|0.82657129|0.86753321|0.88185728|0.65463227|0.81680393|0.85495877|0.9070276|0.87918746|0.69080788|0.85473156|0.71191114|0.6845305|0.84168994|0.84378827|0.57750261|0.89195013|0.84995699|0.79942226
Guinea|0.46246409|0.42077774|0.73406446|0.40367749|0.41674501|0.47240859|0.4057847|0.51611018|0.57262313|0.40112579|0.45636761|0.42117938|0.50946105|0.25937489|0.49788094|0.51048177|0.44334188|0.65109551|0.37842453|0.50451088|0.35095042|0.42652243|0.39670497|0.40667856|0.29143521|0.39615262|0.36908889|0.45899063|0.50565493|0.42672765|0.57454789|0.54291761|0.38626885|0.41408029|0.72429144|0.45213303|0.58153927|0.47110629|0.41204369|0.33274087|0.375251|0.33478439|0.38779819
Guinea-Bisáu|0.4764162|0.43174919|0.68067026|0.42313766|0.43046254|0.64806437|0.42021006|0.53541678|0.3591381|0.4177469|0.47866309|0.43540069|0.5316714|0.28121129|0.51217717|0.52426714|0.45446941|0.67844701|0.40057921|0.51842135|0.36720428|0.44322675|0.62536478|0.41762441|0.30765194|0.40995878|0.3558988|0.4727698|0.51953524|0.37928826|0.39132315|0.32165748|0.40281019|0.43608052|0.78563106|0.46591523|0.60720313|0.49091679|0.49884954|0.36004919|0.38937524|0.4811703|0.67699569
Guyana|0.81246531|0.40019777|0.7692405|0.6898098|0.64322752|0.76930839|0.95252967|0.557648|0.71642339|0.43395877|0.73023206|0.47835606|0.65269011|0.26909852|0.79477501|0.71908152|0.76283991|0.70114136|0.53443038|0.60256898|0.70577478|0.69340903|0.73025477|0.67924643|0.58175015|0.58533937|0.77860051|0.42638001|0.81112158|0.6732924|0.77968746|0.70271307|0.80167329|0.51361614|0.49845701|0.43849927|0.62187135|0.50801486|0.79374743|0.52575618|0.84801805|0.66956377|0.72860217
Haití|0.84461236|0.49992073|0.84534705|0.66618967|0.69552922|0.77346069|0.84131134|0.62098366|0.90682924|0.50844336|0.53704172|0.59152699|0.64887577|0.37959492|0.82494664|0.70192337|0.7282486|0.76462829|0.66813576|0.63695365|0.42903125|0.7619884|0.71237457|0.72306991|0.38272905|0.63813567|0.73093832|0.54370588|0.80369222|0.52733582|0.81389236|0.79034436|0.6991908|0.56388247|0.82691157|0.55384934|0.67733216|0.86460245|0.70356876|0.59040409|0.77135468|0.70806742|0.74490809
Honduras|0.76650077|0.77195889|0.78365433|0.84843481|0.72723579|0.93800807|0.92690432|0.58089662|0.49788851|0.4746227|0.8370797|0.55716705|0.76909763|0.27191463|0.89659035|0.79030097|0.84525222|0.72221076|0.73957807|0.93091023|0.72776723|0.85223162|0.81461281|0.83057451|0.37502062|0.7536819|0.74929059|0.76452243|0.54202127|0.80145371|0.74857414|0.87794054|0.77744204|0.56011063|0.84864354|0.68564761|0.94206673|0.79414779|0.82426655|0.58744925|0.79199302|0.78580368|0.76863807
Hungría|0.28154215|0.70855623|0.61638266|0.17190538|0.74226654|0.24531707|0.46229309|0.28108907|0.13507941|0.22276232|0.22962394|0.1965096|0.51348472|0.33424443|0.23927411|0.60153896|0.19489899|0.34742093|0.12781568|0.322781|0.37488014|0.54426819|0.5094378|0.53785515|0.70802069|0.18548319|0.59429473|0.31421316|0.30656511|0.54478288|0.12032758|0.29811209|0.16560359|0.32938606|0.74200797|0.18462867|0.35912675|0.17816313|0.28195342|0.42427316|0.32314286|0.23825333|0.40913999
India|0.037936494|0.25740927|0.23266031|0.21486285|0.028645335|0.36584288|0.38760903|0.05286593|0.015805859|0.0511287|0.02511395|0.036479115|0.43548608|0.10855784|0.03420531|0.0|0.35590076|0.43265599|0.33325133|0.072216369|0.28498086|0.25526139|0.26812658|0.31520888|0.17070967|0.33152944|0.36454135|0.035609197|0.050397586|0.40182179|0.22978657|0.50119239|0.75846839|0.35182941|0.33876371|0.089078158|0.053627204|0.50434899|0.61982524|0.069291644|0.47372606|0.15701634|0.33429706
Indonesia|0.063525975|0.56895447|0.33369356|0.41668558|0.034226906|0.32344171|0.48287511|0.088767998|0.094900817|0.079373568|0.017883165|0.10326773|0.5616917|0.45874572|0.022261407|0.12224534|0.37208509|0.12472057|0.48780257|0.10685505|0.026271552|0.67865866|0.33351618|0.051439643|0.34164095|0.067456737|0.30370677|0.06808883|0.10640734|0.019755891|0.36822993|0.39589593|0.24075717|0.10817659|0.56355393|0.646631|0.046823893|0.019213432|0.4794414|0.14941882|0.57166207|0.14623229|0.019057054
Iraq|0.39095211|0.32065344|0.52182722|0.3272908|0.36104858|0.54808807|0.74394155|0.41238534|0.32070473|0.3153961|0.37200928|0.9924373|0.414749|0.53136414|0.42008373|0.30932909|0.38111311|0.52393377|0.29183415|0.4633739|0.25591591|0.34566867|0.34342903|0.69520903|0.20827265|0.32476684|0.54461122|0.37729755|0.43668973|0.32841343|0.62367749|0.60445809|0.57894611|0.29889935|0.7633425|0.37049612|0.48445714|0.38149768|0.54503334|0.43996084|0.548706|0.39769343|0.30117124
Irlanda|0.67414671|0.5611757|0.35506725|0.23774523|0.30333489|0.50861746|0.31439567|0.36929953|0.61616731|0.70737791|0.69048607|0.31422693|0.34386069|0.74058199|0.38791764|0.41530234|0.25354654|0.4702884|0.53834403|0.41148067|0.51648247|0.52748948|0.56540161|0.57996541|0.61011773|0.64721656|0.64022857|0.66717386|0.24341299|0.60814989|0.19985044|0.382294|0.59339905|0.66149306|0.64035493|0.35388649|0.42964804|0.2605345|0.5634824|0.50304848|0.44695356|0.48860973|0.20474601
Irán|0.36299124|0.29316375|0.57534283|0.25289363|0.29557237|0.23768547|0.24162149|0.39294884|0.30122089|0.2985822|0.27104214|0.64802516|0.26658791|0.46974227|0.39417526|0.27895761|0.29358637|0.49934769|0.23121712|0.43000245|0.24259077|0.67432642|0.27436817|0.60126913|0.18952799|0.24031016|0.20545763|0.35518038|0.41162103|0.30558383|0.52231288|0.17558441|0.2784546|0.27957124|0.27815992|0.35112|0.46053147|0.29281664|0.20374084|0.39628381|0.20573437|0.47361022|0.27880239
Islandia|0.18100254|0.15419233|0.17373151|0.23398617|0.27413702|0.1757102|0.16656414|0.2263381|0.38007981|0.22900611|0.23290846|0.14940681|0.32667777|0.69212902|0.2528519|0.48936445|0.27840376|0.35722661|0.1955567|0.21812248|0.16890085|0.18273869|0.19703358|0.20059367|0.12706926|0.22990501|0.13999391|0.27866241|0.19242042|0.23025763|0.21031275|0.13248697|0.2947877|0.28877789|0.25106061|0.22779843|0.3621332|0.27034816|0.16018116|0.22349942|0.1538702|0.18217516|0.15965752
Islas Caimán|0.29429439|0.093052238|0.20375684|0.62113637|0.56284845|0.63133842|0.66409755|0.23244175|0.074286513|0.175257|0.32485378|0.10637827|0.32181582|0.43437549|0.63054293|0.36236632|0.28647014|0.43972027|0.53132218|0.36892873|0.13376081|0.2739628|0.2942552|0.17224643|0.32506365|0.54495776|0.55699503|0.67239159|0.33245844|0.35278559|0.72129315|0.18875831|0.63853323|0.23168635|0.23859516|0.20157838|0.707528|0.25765222|0.24350426|0.57242191|0.50827259|0.51806486|0.70865923
Islas Turcas y Caicos|0.56172603|0.50839376|0.4372288|0.50934547|0.53777379|0.51521945|0.80174232|0.64608729|0.47249231|0.53394073|0.62248552|0.60373431|0.44445682|0.42393523|0.88123488|0.56168729|0.55846798|0.81240457|0.72675681|0.65523297|0.45009035|0.53852731|0.50599271|0.4993071|0.41538608|0.50614369|0.50433934|0.56908238|0.61691117|0.55250096|0.83751214|0.43618423|0.7099123|0.53144878|0.5689218|0.56234694|0.71470755|0.58206439|0.6027807|0.64927697|0.72174871|0.7318899|0.50387484
Israel|0.62442142|0.5654099|0.54759127|0.55660683|0.50461662|0.50540352|0.56451726|0.16151404|0.71280974|0.546336|0.49653071|0.2144118|0.53612041|0.76443195|0.64950311|0.2245982|0.28192461|0.24145386|0.57694656|0.36568063|0.41899222|0.56165862|0.55780905|0.43463612|0.6603477|0.45234907|0.34896189|0.36744311|0.1172308|0.67624807|0.51888216|0.27050266|0.7420063|0.20932336|0.56026077|0.14607838|0.24477834|0.11103906|0.41854286|0.18560341|0.53398508|0.44398928|0.52067059
Italia|0.87432188|0.80242443|0.51206195|0.53678542|0.76720977|0.54049987|0.60621667|0.32144976|0.7237215|0.85216784|0.65571404|0.24578556|0.57579941|0.6865443|0.65254557|0.61681265|0.53749001|0.38648474|0.81117153|0.20785218|0.6209991|0.59955132|0.61211264|0.508627|0.69500858|0.68301761|0.43827808|0.65514016|0.19637507|0.57302523|0.53453642|0.51270461|0.54711878|0.65699279|0.51992524|0.73216283|0.25403902|0.64314449|0.56994706|0.46149153|0.5459339|0.60352713|0.55024487
Jamaica|0.78972876|0.41343823|0.75537568|0.75419629|0.76034975|0.82795727|0.83568227|0.56857991|0.80953306|0.44141442|0.68723363|0.48879516|0.68299115|0.53539658|0.8460744|0.68499589|0.74301207|0.71578336|0.70373595|0.61135763|0.56685787|0.71176434|0.77024573|0.74093449|0.67296916|0.68611097|0.82568777|0.51542991|0.54635376|0.74703658|0.80996627|0.77016717|0.78545076|0.54284906|0.748335|0.62095881|0.62987149|0.84489918|0.72311366|0.53300667|0.7655741|0.77212214|0.75532722
Japón|0.56670487|0.64086461|0.18403849|0.56403518|0.62166846|0.23393168|0.25323284|0.045421891|0.46343726|0.46826756|0.54565012|0.032449186|0.6275118|0.66159391|0.47017327|0.15058744|0.22503614|0.075664334|0.4209404|0.088791773|0.68981767|0.24095945|0.35491821|0.01693205|0.51862556|0.45542669|0.35872278|0.35925525|0.0091503644|0.46842852|0.24888927|0.33159494|0.34414989|0.50174755|0.3890672|0.57102799|0.2878263|0.30361521|0.12552275|0.077103466|0.23918112|0.2440722|0.1423744
Jordania|0.13294476|0.087056071|0.31696343|0.07340657|0.092880711|0.12597646|0.42303038|0.11954393|0.23513705|0.099243082|0.13031024|0.92832482|0.4487744|0.45069456|0.14586151|0.24681549|0.47778079|0.17341942|0.075711839|0.14110716|0.48138145|0.083839677|0.07765694|0.50378895|0.34559548|0.075105444|0.14283442|0.11257763|0.1331321|0.20916173|0.26675683|0.1584329|0.4890587|0.0517148|0.61921245|0.10321018|0.17124735|0.076892331|0.27398553|0.23387478|0.21738885|0.25763714|0.083643362
Kazajistán|0.12591903|0.089827999|0.3582423|0.060898297|0.12903792|0.082157597|0.39632791|0.10571115|0.1764138|0.10242525|0.12741515|0.12418763|0.17648117|0.21792488|0.141882|0.28532156|0.10980923|0.16363211|0.44754592|0.13634342|0.063674502|0.11587216|0.10264751|0.099980704|0.69884276|0.10846166|0.37255517|0.11606812|0.12843837|0.095291361|0.24300696|0.23936939|0.10202244|0.19290084|0.089692146|0.098404869|0.16718224|0.11398086|0.20095551|0.27434629|0.28733608|0.12215774|0.077820793
Kenia|0.6609695|0.07577008|0.28155285|0.59923792|0.11299501|0.52606308|0.24905768|0.20010617|0.037068035|0.17147754|0.17218478|0.15617183|0.36219355|0.39138141|0.18910272|0.2996695|0.10519446|0.27301741|0.22038645|0.17097867|0.12217817|0.50854433|0.48302457|0.59169388|0.40758604|0.13258821|0.40535641|0.14149126|0.1236854|0.16047788|0.49399239|0.67113394|0.40960824|0.23739611|0.17808285|0.12548615|0.27722263|0.19948316|0.14592831|0.14636566|0.36400202|0.26099923|0.62834877
Kirguistán|0.11204709|0.070512146|0.051738899|0.08112254|0.10446353|0.068512768|0.062608041|0.085522607|0.083617583|0.08996813|0.10312754|0.095330879|0.1411007|0.1869109|0.12628861|0.23736379|0.087966949|0.13417967|0.061232872|0.12257504|0.051598214|0.093839675|0.084541216|0.065392658|0.54686159|0.092677549|0.067553654|0.099258177|0.10145806|0.081184715|0.063489586|0.050402876|0.083506949|0.066748671|0.071988545|0.080121808|0.14455028|0.094100833|0.055104949|0.15244924|0.057813995|0.041109495|0.06173443
Kuwait|0.081175424|0.05608514|0.26371545|0.051439997|0.51426315|0.055098414|0.31855088|0.075468875|0.53726643|0.56756711|0.060941193|0.52104414|0.46248859|0.57835281|0.10080279|0.2922115|0.53233373|0.103856|0.42517555|0.01528668|0.30855548|0.069812007|0.066749901|0.45658249|0.4985643|0.61037344|0.61789525|0.552899|0.079272047|0.51116782|0.18364897|0.41308972|0.53679973|0.45769727|0.11022246|0.011190798|0.11248539|0.057833403|0.28816554|0.014222855|0.25412369|0.59306431|0.44492581
Laos|0.24747026|0.18762627|0.15794359|0.21115267|0.25001097|0.20383683|0.18473849|0.25649455|0.20030604|0.19738129|0.24404727|0.2674078|0.17081714|0.14821756|0.20286012|0.17841728|0.24660636|0.33287001|0.17619643|0.27633029|0.1496253|0.23785396|0.22708474|0.21779473|0.12431213|0.20189929|0.12205732|0.24644482|0.2911413|0.20245656|0.193064|0.53187847|0.19708011|0.17923181|0.22581369|0.23411971|0.3368693|0.24280676|0.18039496|0.23689584|0.18164593|0.46928844|0.53785312
Lesoto|0.24438632|0.21198297|0.15280187|0.20754218|0.21322826|0.19621319|0.17460483|0.26209313|0.077064261|0.20963284|0.26819986|0.22990388|0.18891686|0.29221267|0.21796808|0.36591637|0.18136951|0.31349528|0.15704218|0.26296294|0.14036462|0.24380565|0.21811064|0.22079134|0.11431143|0.21975537|0.15587595|0.2890614|0.29461926|0.19913453|0.18041672|0.14831278|0.18470888|0.1588735|0.35924637|0.24719916|0.32215929|0.23631576|0.17712879|0.36293012|0.17793947|0.084132776|0.18489993
Letonia|0.25346804|0.15903997|0.26687354|0.16620754|0.52158761|0.15064594|0.15718326|0.24767864|0.27590886|0.64639968|0.74155235|0.18186747|0.61114919|0.69995588|0.74239445|0.42213583|0.27219635|0.31662261|0.16736773|0.30024838|0.46699232|0.51810461|0.17133778|0.17513917|0.57807589|0.22660753|0.32408112|0.29182905|0.27857211|0.14187753|0.13771249|0.24324001|0.53145897|0.16731766|0.21398999|0.27365687|0.3192468|0.18096507|0.66503388|0.40212309|0.21022835|0.49563915|0.47889131
