Subsector|Afganistán|Albania|Alemania|Andorra|Angola|Anguila|Antigua y Barbuda|Arabia Saudita|Argelia|Argentina|Armenia|Aruba|Australia|Austria|Azerbaiyán|Bahamas|Bahréin|Bangladesh|Barbados|Bielorrusia|Belice|Benín|Bermudas|Bhután|Bolivia|Bosnia|Botsuana|Brasil|Brunéi|Bulgaria|Burkina Faso|Burundi|Bélgica|Cabo Verde|Camboya|Camerún|Canadá|Caribe Nep|Chad|Chile|China|Chipre|Comoras|Congo|República Democratica del Congo|Corea, República Popular Democrática de|Corea del Sur|Costa Rica|Croacia|Cuba|Curaçao|Costa de Marfil|Dinamarca|Yibuti|Dominica|Ecuador|Egipto|El Salvador|Emiratos Árabes Unidos|Eritrea|Eslovaquia|Eslovenia|España|Estados Unidos Minor periferico Islas|Estados Unidos|Estonia|Eswatini|Etiopía|Fiyi|Filipinas|Finlandia|Francia|Gabón|Gambia|Georgia|Ghana|Granada|Grecia|Guatemala|Guinea|Guinea Ecuatorial|Guinea-Bisáu|Guyana|Haití|Honduras|Hong Kong|Hungría|India|Indonesia|Iraq|Irlanda|Irán|Islandia|Islas Caimanes|Islas Cocos (Keeling)|Islas Cook|Islas Marshall|Islas Salomon|Islas Wallis y Fortuna|Israel|Italia|Jamaica|Japón|Jordania|Kazajistán|Kenia|Kirguistán|Kiribati|Kuwait|Laos|Lesoto|Letonia|Liberia|Libia|Lituania|Luxemburgo|Líbano|Macao|República de Macedonia|Madagascar|Malasia|Malawi|Maldivas|Malta|Malí|Marruecos|Mauricio|Mauritania|Micronesia, Estados Federados de|Moldavia|Mongolia|Montenegro|Montserrat|Mozambique|Myanmar|México|Namibia|Nauru|Nepal|Nicaragua|Nigeria|Noruega|Nueva Zelanda|Níger|Omán|Pakistán|Palau|Palestina, Estado de|Panamá|Papua Nueva Guinea|Paraguay|Países Bajos|Perú|Polinesia Francesa|Polonia|Portugal|Qatar|Reino Unido|República Centroafricana|República Checa|República Dominicana|Siria|Ruanda|Rumania|Rusia|San Cristóbal Y Nieves|Samoa|San Martin (parte Holandesa)|San Pedro y Miquelón|San Vicente y las Granadinas|Santa Lucia|Santo Tome y Principe|Senegal|Serbia|Seychelles|Sierra Leona|Singapur|Somalia|Sri Lanka|Sudáfrica|Sudán|Suecia|Suiza|Surinam|Tailandia|Taiwán|Tanzania|Tayikistán|Timor-Leste|Togo|Tokelau|Tonga|Trinidad y Tobago|Turkmenistán|Turquía|Tuvalu|Túnez|Ucrania|Uganda|Uruguay|Uzbekistán|Vanuatu|Venezuela|Vietnam|Yemen|Zambia|Zimbabue
Fertilizantes|0.45810315|0.4278051|0.51605225|0.6641162|0.48861536|0.53282768|0.38576829|0.28058743|0.020427175|0.24914318|0.40863714|0.28453556|0.53744185|0.78878868|0.4199684|0.96278799|0.35338622|0.46984798|0.3015936|0.01825388|0.80369049|0.46435675|0.42616278|0.77032113|0.61564279|0.39623129|0.47725153|0.75016809|0.47515225|0.56698358|0.47839332|0.46849418|0.75098342|0.42242709|0.50611645|0.4639391|0.47447038|0.97842729|0.54484963|0.40607023|0.4744783|0.32993898|0.55090505|0.55507684|0.51426518|0.42057973|0.21798661|0.69235605|0.16168383|0.27223906|0.52818203|0.65963227|0.36276901|0.60177207|0.43865025|0.74408752|0.20000269|0.51927155|0.074726842|0.91128516|0.27650815|0.26098314|0.47486174|0.58895087|0.15770954|0.26850322|0.4661383|0.51466143|0.42762139|0.81508231|0.15406065|0.25268713|0.42682326|0.56189328|0.46510908|0.81879258|0.81732237|0.59376049|0.70495248|0.47092068|0.41762862|0.48909354|0.31265956|0.65963233|0.7897861|0.10966329|0.37282178|0.60760921|0.38258925|0.53996825|0.19509897|0.31367242|0.35245258|0.8303405|0.97842729|0.89136636|0.97883731|0.49247119|0.86390543|0.14228778|0.54137969|0.25566143|0.66418421|0.22087844|0.13429864|0.4788304|0.54462451|0.87056565|0.29963717|0.4729861|0.80559987|0.21932516|0.52462065|0.40886164|0.0328057|0.43326092|0.3749921|0.42154664|0.44571757|0.43585131|0.36169598|0.59670651|0.45783114|0.34643248|0.4669522|0.06386736|0.43122298|0.47227615|0.56812817|0.47464687|0.37973207|0.37509412|0.63315815|0.60477304|0.38758779|0.36232683|0.46063155|0.88722932|0.41122076|0.79159594|0.28755933|0.067082085|0.16849919|0.50360614|0.0|0.44075647|0.8886987|0.28492194|0.7413345|0.41051307|0.39620566|0.67295349|0.72423971|0.44712859|0.59467381|0.69854879|0.32166657|0.30792645|0.68222189|0.72341061|0.71750033|0.97175646|0.54002702|0.49513766|0.22510096|0.41810682|0.46522111|0.97842729|0.83243847|0.45014498|0.38321614|0.47211859|0.83793664|0.38727385|0.4007366|0.45441127|0.22404595|0.57030064|0.41237777|0.29878223|0.56451941|0.28212994|0.20287845|0.36933407|0.32592204|0.24875058|0.47139752|0.51193762|0.47940224|0.50118399|0.97842729|0.53035837|0.61329746|0.57369369|0.71982181|0.92689395|0.49670628|0.33708081|0.46443182|0.40759158|0.56145382|0.4780643|0.86154169|0.29377291|0.4415186|0.85288751|0.50170708
Fibras|0.31161916|0.31648973|0.10899556|0.60699636|0.31170627|0.46159643|0.28863758|0.10584144|0.29745978|0.65215933|0.28599319|0.12467449|0.16929534|0.10635815|0.26316473|0.26304436|0.29172277|0.32078755|0.2118853|0.11305694|0.23730382|0.32922342|0.31126556|0.7363888|0.4340685|0.29797819|0.33447087|0.76222503|0.36051682|0.18057689|0.36469668|0.33862036|0.28158122|0.32206488|0.3519994|0.26824081|0.12595427|0.9043709|0.44950721|0.29883146|0.078778818|0.20383945|0.42710441|0.41629696|0.3088932|0.55246103|0.078056931|0.21840966|0.26221097|0.1994606|0.39082289|0.21186139|0.26103392|0.35538438|0.35851204|0.3342396|0.34345463|0.3784129|0.10863473|0.80756819|0.36811179|0.30265707|0.83489025|0.53741163|0.13426536|0.29282615|0.31206661|0.28822255|0.2887888|0.68717366|0.31101519|0.061394855|0.29385516|0.44687623|0.31168786|0.21366854|0.29963219|0.23173426|0.11279001|0.31945395|0.3406052|0.41141397|0.22080851|0.19674541|0.13467817|0.12399814|0.25852966|0.089006715|0.3612102|0.48654008|0.23887664|0.4114641|0.24917062|0.31864291|0.9043709|0.75300199|0.90616894|0.42879611|0.81586057|0.12691098|0.13425681|0.19418843|0.081985757|0.26002359|0.19128996|0.25411898|0.39046192|0.78943253|0.21502827|0.30531543|0.60400772|0.2368463|0.43854392|0.28430569|0.31551111|0.31445566|0.24221775|0.3738609|0.29425922|0.31440192|0.11796379|0.33496863|0.31855667|0.22971274|0.32528669|0.3083626|0.33417803|0.38094437|0.49508393|0.33337054|0.29914778|0.23659752|0.55705911|0.23744586|0.27776524|0.25637516|0.30710968|0.78666663|0.29976961|0.18192405|0.51722968|0.24208333|0.19703119|0.36026588|0.76898253|0.25673085|0.75152254|0.42324793|0.29880184|0.2841742|0.16454378|0.11069527|0.27634883|0.32847041|0.18000807|0.19120726|0.81125987|0.40486407|0.59831011|0.19726604|0.10192911|0.41619748|0.33344543|0.18997476|0.16181922|0.38237819|0.37204841|0.9043709|0.75592482|0.33346799|0.28718036|0.35725331|0.24365374|0.23171823|0.30052891|0.31007135|0.16046371|0.51703483|0.25313196|0.21093704|0.49942505|0.20355907|0.15149029|0.25757968|0.20721635|0.19172336|0.28546968|0.34862381|0.38762975|0.39808851|0.9043709|0.39482224|0.1767002|0.52099526|0.15703414|0.80126911|0.28904802|0.25109157|0.28081727|0.56150508|0.46859401|0.40160623|0.55723381|0.12851812|0.31652325|0.29873309|0.32520398
Fieltro|0.52695185|0.26494461|0.26199663|0.25101006|0.2446527|0.15921691|0.23238187|0.35542277|0.37671819|0.23000315|0.51296204|0.092730694|0.26948702|0.45903453|0.54041779|0.17861018|0.50258011|0.46500397|0.38386256|0.49161705|0.1964736|0.089762628|0.47136083|0.39391232|0.26941833|0.55574042|0.23703891|0.17475125|0.60423934|0.482016|0.17059618|0.14090869|0.32887602|0.14719236|0.55433077|0.19370914|0.28166902|0.4272269|0.2623862|0.21545267|0.24810265|0.45482355|0.19343024|0.30800259|0.56194699|0.2467986|0.33991981|0.42701387|0.48617038|0.71878767|0.08625479|0.32172036|0.48160642|0.59212184|0.16468656|0.49161461|0.46428838|0.21304294|0.30262104|0.4472847|0.50937653|0.50084913|0.18576103|0.25179631|0.17509004|0.51814497|0.53417182|0.35004163|0.21745086|0.427169|0.50524646|0.25543207|0.2216412|0.27779442|0.57908571|0.38043928|0.17096138|0.41877061|0.40819705|0.51679921|0.15543151|0.13207763|0.1176209|0.11210023|0.27755556|0.32110167|0.46471956|0.37051135|0.24356984|0.20023847|0.4346199|0.42305374|0.489371|0.12488878|0.4272269|0.35191667|0.44704437|0.20563422|0.40801585|0.37622523|0.2925804|0.32991427|0.32969931|0.50018364|0.41856155|0.38569468|0.6404388|0.37306225|0.38949746|0.55005628|0.91757947|0.46762201|0.24221684|0.51467484|0.49021497|0.55166042|0.19673137|0.17103063|0.48511755|0.46753007|0.45839822|0.21658275|0.17008242|0.49401951|0.22833893|0.50486171|0.56988043|0.13746667|0.18038726|0.62028956|0.43652752|0.47942865|0.27564627|0.49058646|0.21797049|0.29694664|0.19453|0.38824144|0.48712695|0.29957256|0.22670463|0.42593545|0.31855991|0.19615117|0.40952873|0.42166829|0.39630896|0.22488922|0.23484039|0.23524456|0.2892797|0.25716636|0.18326488|0.25676933|0.35674298|0.35867572|0.41530269|0.25195041|0.22461742|0.39621538|0.22069947|0.61246306|0.12130393|0.3845737|0.32749236|0.10328005|0.19068158|0.4272269|0.34736633|0.12041551|0.11332642|0.12563829|0.3994453|0.42484239|0.56343222|0.15312146|0.33779207|0.18488832|0.54343224|0.32940191|0.19599512|0.3868039|0.30653763|0.13004562|0.40387607|0.34474272|0.4147462|0.53811926|0.16881309|0.17962451|0.4272269|0.13977465|0.14097208|0.19828266|0.28215057|0.39636499|0.51512933|0.4679482|0.16295131|0.34512186|0.38183939|0.14298332|0.71785164|0.40456146|0.24900493|0.19650085|0.23232271
Filetes de pescado|0.24424107|0.21295974|0.43105438|0.44572806|0.23365071|0.32191896|0.1869418|0.16734511|0.15404657|0.13552827|0.21380767|0.23575093|0.12866335|0.24817105|0.20984131|0.19407228|0.22124381|0.20523936|0.13382754|0.22951671|0.15710202|0.23753777|0.25131881|0.54795307|0.13638349|0.23757832|0.21211421|0.11529052|0.27197474|0.22576097|0.23645958|0.22947016|0.16215411|0.23345692|0.23496228|0.16244508|0.50465864|0.68881321|0.31573558|0.079232648|0.052195616|0.18142626|0.27362269|0.30101383|0.23682243|0.2218917|0.069644198|0.1007171|0.21023543|0.15690953|0.14634699|0.1474117|0.058543582|0.22693695|0.24249041|0.28245914|0.19506919|0.1095012|0.14429085|0.64777058|0.32740605|0.23754251|0.40381631|0.39806497|0.75198257|0.25066349|0.19350708|0.18722923|0.18144089|0.083542034|0.25107002|0.24690503|0.16847955|0.31102347|0.24579255|0.16181973|0.22398305|0.19344006|0.088653594|0.23448128|0.19183092|0.28392941|0.13999119|0.13267434|0.13700601|0.59650433|0.21471505|0.096482262|0.30166417|0.35321695|0.18304716|0.21659732|0.062230311|0.1948064|0.68881321|0.57754308|0.70119673|0.30749232|0.63015229|0.18457726|0.14525625|0.12345896|0.077126831|0.16242984|0.1556479|0.026328143|0.28090036|0.59431905|0.17797504|0.203548|0.47121799|0.2071602|0.33780563|0.18293169|0.24363729|0.26300451|0.18318492|0.30302694|0.21676798|0.22390991|0.1072957|0.19103555|0.23480269|0.18826357|0.23429424|0.22724986|0.27132046|0.24720031|0.34059143|0.2778292|0.18936816|0.18496674|0.4155941|0.15473828|0.2079495|0.16797198|0.19218622|0.63431036|0.16174969|0.13869575|0.38424265|0.064907432|0.02228144|0.24967882|0.15738389|0.23917645|0.61268258|0.27035561|0.38593173|0.20520557|0.12849581|0.49352169|0.52470577|0.22856429|0.12856896|0.13966632|0.16611379|0.69003749|0.41043711|0.14223006|0.081259057|0.23483768|0.24500452|0.1369831|0.11720473|0.24746639|0.25388864|0.68881321|0.56579411|0.22402304|0.19687565|0.25004905|0.13481027|0.15282622|0.22067282|0.17976195|0.12898666|0.36497143|0.15273754|0.13431336|0.35917854|0.13941808|0.37552333|0.18389836|0.14331007|0.12374839|0.15272717|0.21437202|0.26839706|0.24469085|0.68881321|0.28532347|0.11627153|0.3727991|0.22824419|0.62829614|0.14945149|0.19874887|0.0|0.11079961|0.22905469|0.28912431|0.16358867|0.024289923|0.20757048|0.20365603|0.22006227
Flores artificiales|0.20783943|0.4693507|0.743559|0.41662174|0.46173993|0.30640563|0.39068884|0.70613945|0.37671819|0.4094075|0.46047285|0.37082565|0.73247921|0.45903453|0.47313032|0.39462331|0.50258011|0.42119393|0.29165831|0.43504819|0.34617713|0.51243496|0.43386525|0.50339252|0.46000317|0.47146285|0.5498966|0.59781432|0.60423934|0.482016|0.5156548|0.21301748|0.59023547|0.38028264|0.43396327|0.39178795|0.57715356|0.65096277|0.30557293|0.24091098|0.54971212|0.45482355|0.25239617|0.61563259|0.53512281|0.40267813|0.77377689|0.29447296|0.48617038|0.14725241|0.33309233|0.32172036|0.48160642|0.54028195|0.46782872|0.26316389|0.26343599|0.30241686|0.79757833|0.58718097|0.98512268|0.50084913|0.85750347|0.37407178|0.48881355|0.51814497|0.56067735|0.39868796|0.49173588|0.37462303|0.50524646|0.79613423|0.42682326|0.60901582|0.57908571|0.38043928|0.42164439|0.41877061|0.2679587|0.2093586|0.46626207|0.27220982|0.15006825|0.28388542|0.24317792|0.47990036|0.46471956|0.25110906|0.44325167|0.33102137|0.4346199|0.33508956|0.489371|0.50173801|0.65096277|0.59478307|0.6641084|0.30498949|0.60172242|0.25523266|0.69231796|0.32991427|0.82519013|0.3918913|0.35125679|0.38569468|0.27135503|0.61699748|0.85996419|0.44793612|0.94886136|0.46762201|0.29005328|0.51467484|0.49021497|0.55166042|0.32114965|0.23806986|0.42927092|0.46753007|0.47173953|0.52583385|0.45419091|0.49401951|0.43804783|0.4930515|0.47775406|0.22056097|0.37034079|0.4882451|0.51311028|0.45026866|0.38098881|0.37949586|0.48994389|0.42088804|0.51501864|0.57369441|0.45134997|0.25864598|0.36244279|0.65596598|0.64487886|0.23808065|0.40952873|0.46953374|0.64277565|0.29442328|0.22153574|0.1884563|0.2892797|0.73534846|0.34337199|0.52366579|0.35674298|0.35867572|0.83843052|0.48970687|0.36099309|0.39621538|0.31913888|0.39896312|0.20108563|0.60649002|0.57952571|0.25236696|0.24400742|0.65096277|0.52622831|0.45732164|0.40914008|0.23317559|0.3994453|0.34187552|0.43429196|0.19041419|0.33779207|0.338599|0.31728446|0.36216676|0.33223847|0.3868039|0.76699328|0.35908103|0.57885379|0.533966|0.4147462|0.53811926|0.58872038|0.48805416|0.65096277|0.28045717|0.23058096|0.34828913|0.35000932|0.60653305|0.44192851|0.39273822|0.40558195|0.34512186|0.38183939|0.24003187|0.17404285|0.32246795|0.21241997|0.44438717|0.37035042
Flores frescas|0.17853943|0.2015982|0.71235096|0.25101006|0.16409647|0.15921691|0.61862117|0.68258637|0.12171388|0.64012057|0.30232325|0.57660002|0.74058223|0.89419901|1.0|0.84103382|1.0|0.24964209|0.13140826|1.0|0.78318423|0.089762628|0.048626445|0.43500566|0.21696894|1.0|0.17838788|0.62342846|0.27450693|0.7318629|0.13036969|0.12413817|0.47144294|0.13530132|0.2871224|0.10360102|0.79867297|0.4272269|0.17284057|0.79966033|0.90664148|0.76450694|0.15720236|0.20732009|0.14378823|0.97521496|0.82503289|0.29071301|0.84927571|0.16183531|0.7038365|0.12528397|0.25340152|0.1744253|0.13652663|0.27038431|0.18538478|0.37510738|1.0|0.4472847|0.86364061|0.65421069|0.93173015|1.0|1.0|0.79765618|0.27161551|0.73100573|0.10950878|0.66639525|0.76887596|0.78324735|0.63114798|0.19133016|0.91816276|0.20127521|0.73125434|0.65732062|0.47637844|0.14465179|0.13062499|0.13207763|0.64772749|0.064793207|0.22183388|0.7788763|1.0|0.63627088|0.78218329|0.20023847|0.63080567|0.18626866|0.14599641|0.70932889|0.4272269|0.41031373|0.44704437|0.16323817|0.40801585|0.84557736|0.95360053|0.72411221|1.0|0.56354827|1.0|0.47134939|1.0|0.37306225|1.0|0.19107261|0.40301108|1.0|0.18307599|0.12443969|1.0|0.31725052|0.60460883|0.4772442|0.67963606|0.14144571|0.79297614|0.1392839|1.0|0.88346356|0.54247856|0.71034604|0.24904794|0.13746667|0.18038726|0.69241786|0.66446465|0.80212587|0.25162765|0.13327746|0.14686666|0.38472489|0.13300733|0.38824144|0.11579937|0.3436082|0.61742771|0.76303601|0.83805287|0.13546029|0.68325019|0.20178241|0.39630896|0.18825454|0.75596881|0.15170398|0.10160033|0.87343144|0.14292322|0.23824893|1.0|0.76000834|0.85859483|0.88193023|0.22461742|1.0|0.46807683|0.14089619|0.14190477|0.9017843|0.93040878|0.7249639|0.14695713|0.4272269|0.34736633|0.19962683|0.57084739|0.12563829|0.072939999|0.8741709|0.99101287|0.077795342|0.75412357|0.18488832|0.1168835|0.79452634|0.23608398|0.81594402|0.82065499|0.12643194|0.67828691|0.75739402|0.090992071|1.0|0.14007673|0.12796623|0.4272269|0.15606795|0.70786864|0.65251875|0.5998624|0.39636499|0.10315216|0.76065981|0.06575343|0.86617184|0.0|0.14298332|0.066980436|0.73314881|0.13806528|0.1216106|0.11389098
Follajes|0.14024036|0.11661616|0.15895301|0.25101006|0.17658265|0.15921691|0.60532647|0.71553946|0.10116249|0.13881126|0.15046188|0.62781709|0.75101328|0.15141292|0.71063173|0.73490357|0.79799664|0.14315751|0.064675905|0.13453209|0.081645876|0.11255907|0.14372897|0.39391232|0.088110365|0.169847|0.15512106|0.34607777|0.21664876|0.13593282|0.15808597|0.13837868|0.10553117|0.10441145|0.17653045|0.12017833|0.781304|0.4272269|0.17284057|0.50150359|0.59887445|0.10443828|0.15720236|0.22195375|0.13333188|0.2467986|0.71960032|0.096002653|0.12286125|0.11486204|0.65167958|0.10694039|0.13512476|0.15621608|0.12403718|0.52306634|0.15086102|0.28527445|0.79013401|0.4472847|0.20586582|0.14936024|0.58404982|0.82533449|0.69864625|0.15982778|0.12853873|0.079462916|0.11786752|0.16368885|0.046948485|0.53720504|0.089042544|0.19133016|0.17714909|0.10773405|0.1135852|0.1034917|0.37905312|0.1339833|0.081025444|0.13207763|0.46778053|0.083018713|0.10351588|0.10274158|0.72586387|0.074863374|0.30910748|0.20023847|0.09887182|0.16453856|0.12932844|0.093921788|0.4272269|0.35191667|0.44704437|0.16323817|0.40801585|0.12956317|0.41954285|0.60750079|0.75379407|0.093280278|0.62888652|0.11419943|0.21317151|0.37306225|0.5800193|0.15358832|0.36678159|0.11706908|0.16643491|0.12443969|0.15504059|0.16641243|0.11544038|0.20736808|0.14773485|0.15329552|0.17062709|0.092559509|0.71688038|0.11356872|0.14576757|0.16065972|0.18912837|0.13746667|0.18038726|0.16808881|0.12665911|0.12073198|0.22687185|0.09121947|0.1419175|0.21966329|0.11593103|0.38824144|0.10723443|0.098274812|0.22670463|0.62818003|0.5052408|0.17580718|0.0041166134|0.19243073|0.39630896|0.18173257|0.30193138|0.12472422|0.056739517|0.75161493|0.15997824|0.13778046|0.70596784|0.0022108078|0.82827711|0.60432506|0.22461742|0.0|0.51039171|0.15684703|0.16857401|0.58547831|0.64066613|0.10328005|0.14695713|0.4272269|0.3889209|0.12041551|0.10555799|0.17894396|0.088373959|0.081375524|0.16010433|0.077795342|0.075954095|0.18488832|0.09136945|0.54135448|0.19599512|0.069171607|0.38266754|0.10097169|0.081328794|0.075878695|0.059872434|0.14747623|0.14007673|0.14013106|0.4272269|0.13977465|0.58876044|0.19828266|0.11148754|0.39636499|0.10578822|0.12284827|0.10015506|0.096740797|0.17034827|0.14298332|0.097173512|0.1353523|0.11939806|0.11654997|0.091359533
Frutas frescas|0.20306301|0.19921991|0.81585419|0.29169858|0.1993441|0.21487673|0.17198765|0.75597888|0.10910702|0.5778892|0.19738528|1.0|0.4663617|0.56421649|0.18122232|0.20919499|0.81143498|0.1808016|0.11806639|0.68932682|0.11280462|0.16475011|0.21687719|0.46103472|0.34268004|0.20813268|0.21707165|0.54093707|0.24966598|0.21790364|0.0508276|0.15287349|0.91420823|0.21040425|0.21558245|0.13496028|0.78742152|0.48567176|0.21001822|0.57592559|0.7190479|0.15377943|0.19851901|0.23669723|0.17943957|0.29588482|0.66165018|0.59799051|0.74887204|0.6878835|1.0|0.043627016|0.85769367|0.2065261|0.17102638|0.67555177|0.55376428|0.27396381|0.86160636|0.49870914|0.28558236|0.75921512|1.0|0.28526953|0.65754187|0.22800136|0.1678364|0.13765509|0.17910105|0.026544154|0.22893141|0.98070669|0.13621812|0.22768086|0.22403538|0.13537814|0.18062037|0.74648535|0.46001235|0.19152844|0.14029412|0.20115376|0.46238038|0.095912062|0.34848088|0.73794466|0.18271033|0.53067875|0.41131139|0.23686087|0.61090297|0.067307763|0.17530313|0.15596823|0.48567176|0.45094815|0.50431395|0.22390778|0.47219163|0.67564368|0.84917748|0.11736472|0.73133111|0.59377021|0.1389465|0.15449198|0.27135503|0.44127941|0.8651495|0.18138747|0.41740823|0.17243831|0.27732286|0.16447811|0.64268643|0.23376763|0.052561201|0.2838167|0.17198333|0.18274707|0.68598759|0.16749974|0.20057324|0.15829456|0.58376217|0.19744061|0.23908694|0.19138545|0.210094|0.23452252|0.17036267|0.14729163|0.26759028|0.11903016|0.16902581|0.18881834|0.1732308|0.47791818|0.13070369|0.33743805|0.26066941|0.55084479|0.12901275|0.20206138|0.15976763|0.079953283|0.45173579|0.20804538|0.75858253|0.15703785|0.39319408|1.0|0.2081503|0.18544036|0.74422401|0.8025654|1.0|0.89894205|0.26017922|0.67266834|0.63423455|0.19042182|0.17352243|0.74903548|0.79598188|0.14214863|0.1844396|0.48567176|0.4592464|0.18990251|0.1360397|0.18889822|0.12523431|0.12582184|0.21568581|0.13482715|0.76634985|0.22563536|0.124529|0.1285789|0.22328642|0.66227543|0.78209871|0.1461643|0.63965416|0.67307615|0.12258622|0.18343624|0.2157788|0.17453197|0.48567176|0.2271876|0.1017894|0.23624763|0.62690151|0.46095026|0.69035351|0.74651277|0.13696413|0.067502357|0.18340504|0.20295504|0.38946396|0.63780946|0.15601689|0.17295338|0.15081072
Frutas y hortalizas procesadas|0.2201988|0.18997446|0.62481153|0.21045129|0.20177105|0.14483666|0.22056451|0.74084139|0.011405924|0.36824471|0.2184862|0.81468618|0.74808621|0.54145026|0.20024058|0.22925895|0.75106472|0.19788885|0.74259013|0.22485451|0.13735293|0.18572542|0.25642508|0.44442612|0.46568537|0.22522922|0.22458819|0.45356414|0.3134796|0.68560278|0.13796149|0.11686414|0.67942274|0.1919889|0.19767451|0.13013883|0.72618091|0.36593953|0.22553164|0.58833635|0.56844133|0.1711171|0.18846413|0.2537857|0.20964137|0.19864804|0.70298976|0.56079876|0.21974578|0.78653896|0.75595951|0.041457243|0.80799627|0.20154361|0.61969852|0.43144888|0.18290322|0.59084499|0.63741755|0.42067882|0.30354691|0.23513922|0.77253008|0.75894284|0.80615866|0.087015137|0.20925385|0.14124668|0.19313928|0.071719855|0.24426796|0.79871488|0.14109069|0.90324271|0.094254225|0.14497404|0.25303829|0.58975327|0.52107453|0.17381097|0.14762583|0.2272276|0.57045931|0.53390622|0.45502737|0.60522127|0.043161057|0.56065637|0.16345659|0.16682744|0.51542163|0.19120106|0.22025102|0.69447136|0.36593953|0.52520251|0.38718206|0.18782955|0.49186897|0.69410324|0.45935562|0.81719708|0.60665011|0.026672387|0.13202964|0.17974088|0.24026772|0.40665627|0.61845624|0.15885589|0.42119741|0.21171771|0.27989674|0.1717439|0.65292519|0.26548302|0.59692466|0.30792782|0.18122187|0.21679801|0.69170403|0.19382463|0.23721753|0.21457034|0.774189|0.057810813|0.27380425|0.16245815|0.19930886|0.24172512|0.20127083|0.18022028|0.19972453|0.14050505|0.21034902|0.58306861|0.20187914|0.39484939|0.14254448|0.43579549|0.18678042|0.56685615|0.76693773|0.1830155|0.12615265|0.2589063|0.42328548|0.205569|0.79779565|0.17174761|0.67948735|0.55609643|0.5311445|0.29193011|0.72013497|0.72588044|0.74541414|0.79643238|0.23423332|0.5512045|0.64289653|0.1803149|0.1492264|0.7097804|0.74671888|0.70692724|0.20186231|0.36593953|0.45252696|0.25347477|0.7825644|0.84625411|0.13719234|0.14274521|0.24560612|0.12289485|0.13705933|0.14741442|0.1427182|0.72356057|0.15543973|0.68000638|0.61922646|0.66362965|0.50714409|0.68788987|0.11235093|0.20150606|0.21825045|0.1327717|0.36593953|0.21753208|0.64329088|0.16134962|0.73792017|0.36580592|0.13683519|0.71254766|0.12515682|0.65124249|0.17828681|0.2351343|0.78868663|0.61782622|0.1608656|0.19174249|0.084010348
Fungicidas|0.42784572|0.40926871|0.047907207|0.65366244|0.36205924|0.4675273|0.35851729|0.21064846|0.26898271|0.76490426|0.81428665|0.16691233|0.5917418|0.27579439|0.31176251|0.41408828|0.32299915|0.30569476|0.2589207|0.28833267|0.69500208|0.41820323|0.40580684|0.82847989|0.65988123|0.32373369|0.35923278|0.82506841|0.4081915|0.062808543|0.42031407|0.45439515|0.76233232|0.40018481|0.36104119|0.90108407|0.72905147|0.96498907|0.56000221|0.48012927|0.74034798|0.25242701|0.54470652|0.5079456|0.38281041|0.58951002|0.74227989|0.57774025|0.26801342|0.66424239|0.17543268|0.81231344|0.73852551|0.41937119|0.44103745|0.63405704|0.32249075|0.35915548|0.64594424|0.87140363|0.35965019|0.29645416|0.27458927|0.57914656|0.22672038|0.30233857|0.3659817|0.31424162|0.3604852|1.0|0.29686534|0.36942303|0.37879002|0.53746212|0.35083967|0.27020767|0.38441595|0.098131716|0.80539727|0.41833252|0.42849025|0.50080818|0.27738696|0.51425886|0.53409189|0.080893993|0.07300666|0.53831553|0.67354667|0.53041214|0.24460089|0.40901172|0.26975909|0.33420336|0.96498907|0.87250757|0.96565974|0.50607961|0.8423872|0.6729691|0.05746695|0.83356595|0.83924651|0.2822791|0.21934953|0.8048141|0.45804036|0.84605908|0.22964036|0.36314127|0.59570175|0.25556648|0.52214926|0.26386815|0.28717786|0.32871175|0.28268597|0.49052441|0.31332844|0.37608123|0.75700784|0.42980728|0.39000654|0.2838091|0.63169217|0.79469895|0.15568431|0.46871084|0.51510954|0.37091163|0.33346763|0.28945112|0.61624837|0.28047875|0.31261194|0.83444399|0.32803959|0.83676279|0.30454701|0.6393007|0.55937803|0.12259337|0.75965631|0.44045669|0.24247122|0.35319355|0.89988178|0.49584672|0.81055814|0.36167699|0.88081563|0.40898222|0.55857873|0.38347423|0.15664832|0.17329687|0.25892717|0.31088328|0.68907613|0.17431897|0.55008119|0.42761269|0.44364417|0.16458838|0.42279696|0.441796|0.4566271|0.96498907|0.7721833|0.42695004|0.3883436|0.46493548|0.2871927|0.21830253|0.38223457|0.35024714|0.1669137|0.56077623|0.26852995|0.18546629|0.54999638|0.18097146|0.13656785|0.58018363|0.77844834|0.78603369|0.31809014|0.41593838|0.47566462|0.46037498|0.96498907|0.50875616|0.21169204|0.5640744|0.09767215|0.85174114|0.79166555|0.73435843|0.31221813|0.47272944|0.49749812|0.48779851|0.52796328|0.8163383|0.38752049|0.34002131|0.3904939
