Sector|Afganistán|Albania|Alemania|Andorra|Angola|Anguila|Antigua y Barbuda|Arabia Saudita|Argelia|Argentina|Armenia|Aruba|Australia|Austria|Azerbaiyán|Bahamas|Bahréin|Bangladesh|Barbados|Belice|Benín|Bermudas|Bielorrusia|Bolivia|Bosnia|Botsuana|Brasil|Brunéi|Bulgaria|Burkina Faso|Burundi|Bután|Bélgica|Cabo Verde|Camboya|Camerún|Canadá|Chad|Chile|China|Chipre|Comoras|Congo|Corea del Sur|Costa Rica|Costa de Marfil|Croacia|Cuba|Dinamarca|Dominica|Ecuador|Egipto|El Salvador|Emiratos Árabes Unidos|Eritrea|Eslovaquia|Eslovenia|España|Estados Unidos|Estonia|Etiopía|Filipinas|Finlandia|Fiyi|Francia|Gabón|Gambia|Georgia|Ghana|Gibraltar|Granada|Grecia|Groenlandia|Guam|Guatemala|Guinea|Guinea-Bisáu|Guyana|Haití|Honduras|Hungría|India|Indonesia|Iraq|Irlanda|Irán|Islandia|Islas Caimán|Islas Turcas y Caicos|Israel|Italia|Jamaica|Japón|Jordania|Kazajistán|Kenia|Kirguistán|Kuwait|Laos|Lesoto|Letonia|Liberia|Libia|Lituania|Luxemburgo|Líbano|Macao|Madagascar|Malasia|Maldivas|Malta|Malí|Marruecos|Mauricio|Mauritania|Micronesia|Moldavia|Mongolia|Montenegro|Montserrat|Mozambique|Myanmar|México|Nicaragua|Noruega|Nueva Zelanda|Níger|Omán|Pakistán|Palaos|Palestina|Paraguay|Países Bajos|Perú|Polonia|Portugal|Qatar|Reino Unido|República Centroafricana|República Checa|República Democratica del Congo|República Dominicana|Ruanda|Rumania|Rusia|San Cristóbal Y Nieves|San Marino|Senegal|Serbia|Seychelles|Sierra Leona|Singapur|Siria|Somalia|Sri Lanka|Sudáfrica|Sudán|Suecia|Suiza|Surinam|Tailandia|Taiwán|Tanzania|Tayikistán|Togo|Tokelau|Tonga|Trinidad y Tobago|Turkmenistán|Turquía|Tuvalu|Túnez|Ucrania|Uganda|Uruguay|Uzbekistán|Vanuatu|Venezuela|Vietnam|Yemen|Yibuti|Zambia|Zimbabue
Envases/Empaques|0.58834678|0.51488495|0.54458916|0.23025978|0.63727176|0.22208753|0.58716285|0.34782735|0.48610896|0.71262777|0.67641652|0.64886355|0.59454143|0.70399529|0.65427089|0.38738459|0.69313812|0.41558281|0.83096123|0.84501141|0.77986926|0.51839399|0.59000796|0.80955732|0.6192041|0.60627615|0.59264123|0.5441981|0.55965388|0.84573227|0.83412814|0.59621006|0.71187496|0.66456795|0.78777552|0.5497725|0.66245592|0.55046666|0.57097685|0.2611219|0.65060711|0.40127823|0.62938654|0.46727395|0.84560895|0.57674718|0.0|0.56456053|0.74223161|0.51794863|0.59980518|0.47588819|0.56126904|0.34437996|0.50121284|0.58736879|0.6983465|0.57156843|0.55286819|0.61527193|0.57027435|0.63850605|0.66478264|0.59398693|0.77772045|0.76180398|0.71050835|0.82342184|0.51669157|0.31023887|0.68943936|0.74967015|0.67423356|0.469208|0.63739258|0.55793512|0.53737915|0.75766999|0.77041489|0.73032713|0.76668143|0.55541003|0.53758752|0.39256424|0.76609498|0.46079931|0.76816714|0.44091755|0.55918294|0.55503923|0.51714349|0.9849779|0.44359264|0.47854131|0.68857831|0.54380959|0.57097733|0.4429605|0.75610793|0.41556147|0.6150341|0.5122394|0.0|0.57174468|0.52095509|0.67531323|0.20551714|0.65693402|0.4145956|0.54111689|0.57033324|0.69615829|0.62713671|0.75978297|0.55241197|0.41423309|0.68431759|0.60748601|0.62758648|0.53403676|0.78072|0.78046834|0.73274744|0.8856926|0.68390775|0.67592263|0.58995777|0.63824213|0.48871654|0.47954673|0.48776853|0.55803329|0.71156466|0.54073703|0.56130809|0.53498513|0.37782225|0.59943676|0.43053448|0.6492244|0.84365129|0.8075515|0.57957196|0.63202739|0.52448142|0.61953598|0.0|0.79137552|0.69569409|0.8199144|0.69937706|0.62016666|0.42200488|0.4784357|0.58637464|0.55059123|0.51501131|0.62212157|0.80761325|0.67061675|0.60617471|0.40899599|0.5814175|0.48270592|0.67435396|0.59164971|0.5307067|0.83177954|0.39716172|0.5055784|0.45107138|0.71517432|0.46438849|0.58878011|0.61005509|0.49661058|0.50074959|0.48334828|0.50367415|0.5432266|0.39840022|0.84164274|0.69683838
Farmacéutico|0.66001832|0.74842709|0.86289966|0.67982149|0.77328324|0.76549399|0.65237612|0.82364714|0.68307054|0.82942414|0.7044754|0.7392478|0.80758077|0.64355063|0.80338454|0.52712154|0.81500477|0.63936543|0.75060344|0.51403999|0.89467978|0.87219501|0.72484601|0.83394021|0.71600044|0.76647651|0.80368865|0.8524754|0.86057651|0.96987641|0.89883929|0.57615769|1.0|0.67678887|0.74388385|0.65609467|0.78068531|0.78412139|0.68938041|0.694327|0.68276501|0.53709352|0.71282184|0.70137632|0.82619649|0.62353683|0.0|0.65829784|0.73023897|0.70942235|0.9270314|0.87969732|0.94313341|0.80374688|0.72470856|0.68349588|0.92240131|0.92656291|0.83201313|0.78112286|0.86742926|0.82332301|0.78198791|0.64908755|0.67602307|0.74627161|0.49073553|0.71884036|0.53407687|0.8364588|0.73963034|0.87839895|0.078604579|0.17555077|0.70698869|0.59663916|0.69038141|0.39716384|0.36442986|0.91317129|0.67254877|0.54018462|0.64498687|0.6159969|0.93523729|0.70058352|0.72033|0.56653821|0.69163895|0.77634835|0.80845129|0.65395212|0.93549258|0.82249606|0.77789801|0.79378426|0.74959308|0.89857185|0.51289046|0.6673798|0.75417012|0.48752362|0.0|0.6562835|0.65646482|1.0|0.5934813|0.814448|0.61540198|0.73744643|0.70302063|0.81037807|0.66518033|0.91582179|0.90869486|0.46295828|0.81860483|0.76518607|0.93525207|0.73201632|0.80374092|0.84272456|0.50776792|0.8549943|0.6267637|0.65064019|0.76865166|0.69268715|0.87147188|0.37523723|0.77100992|0.72916621|0.58808875|0.66180837|0.62477684|0.77483928|0.78926587|0.73957348|0.96447229|0.79085767|0.8633433|0.79226434|0.78144741|0.75216156|0.80160213|0.7058031|0.0|0.77692062|0.81496274|0.51329839|0.77991652|0.45413661|0.52127898|0.51920241|0.810274|0.81166303|0.54413587|0.47994936|1.0|0.53624398|0.65064865|0.69219571|0.71793628|0.67557383|0.81170446|0.57801151|0.4891628|0.81881124|0.85223866|0.65316105|0.30153036|0.76330322|0.83488023|0.84209484|0.68111765|0.80508316|0.61171252|0.60582316|0.65199|0.52133477|0.4179309|0.96776319|0.91605979
Flores y plantas vivas|0.097688437|0.13484104|0.48264253|0.14079097|0.13296609|0.88191259|0.3125639|0.13393664|0.12369435|0.11814518|0.25274423|0.13309343|0.15959877|0.48039109|0.34999281|0.36298338|0.282392|0.082612336|0.069758855|0.17440625|0.040613081|0.21623921|0.5097239|0.14159462|0.20090078|0.081102237|0.16348444|0.10515513|0.15065838|0.02429658|0.047025815|0.065619737|0.25318232|0.14537089|0.068661511|0.14329724|0.17082773|0.012317885|0.068799242|0.081226952|0.2467171|0.013163457|0.073323868|0.094220079|0.090802513|0.098274484|0.0|0.12468682|0.37525082|0.089720473|0.21356586|0.16753462|0.1362583|0.13791192|0.044377811|0.26563764|0.30906177|0.089599177|0.21842089|0.28182518|0.20535231|0.052454658|0.40925205|0.083990589|0.26485103|0.15651619|0.054543711|0.44166911|0.083484061|0.32614493|0.052756943|0.10762259|0.15764296|0.28583968|0.080919787|0.053580597|0.018568419|0.031632535|0.067021981|0.11861005|0.19379321|0.19767737|0.11091802|0.15541443|0.22209898|0.20465976|0.18888766|0.28611481|0.48340696|0.09085083|0.15772115|0.10265748|0.2028029|0.088269472|0.32551396|0.19309232|0.30267692|0.36258283|0.33942038|0.084176071|0.25417286|0.041892841|0.0|0.4449228|0.33209169|0.27027053|0.12259485|0.04306851|0.074431226|0.23317787|0.14289603|0.030890405|0.33697528|0.1059704|0.072591506|0.0|0.44226304|0.087698102|0.38015729|0.14661011|0.16583568|0.03266355|0.10383341|0.18899618|0.4373984|0.063429989|0.0|0.27179703|0.077138998|0.077653863|0.42576456|0.12263069|0.46808067|0.16981187|0.27054089|0.2391344|0.24793682|0.40576261|0.12051299|0.36276704|0.079278015|0.13667758|0.066281058|0.24194154|0.44092178|0.35659385|0.0|0.03385216|0.25698879|0.53859466|0.048162144|0.11755767|0.12742865|0.086571388|0.10582733|0.058447748|0.12308729|0.33534193|0.41024861|0.16742644|0.14356479|0.055167861|0.093230262|0.40079787|0.11866072|0.50284624|0.0935582|0.12618236|0.3561995|0.08643575|0.024285778|0.061470795|0.17681655|0.13666278|0.10508478|0.40286753|0.025655806|0.06472449|0.13736834|0.072807975|0.054277234|0.21309873|0.33149517
Frutas y hortalizas frescas y procesadas|0.72820956|0.37450281|0.83339185|0.61141151|0.30025291|0.17895892|0.79371023|0.6750223|0.3402321|0.25216261|0.56739074|0.85472095|0.30899242|0.72456479|0.44878638|0.50938535|0.77994293|0.70622814|0.77035177|0.23398538|0.34809163|0.79079425|0.52686316|0.34758109|0.54732811|0.49802431|0.41826957|0.88765222|0.65554774|0.28466913|0.39211029|0.54527968|0.4545252|0.84026802|0.31821465|0.28474614|0.72086787|0.31240553|0.2180537|0.50242364|0.59204298|0.5652951|0.39229488|0.36127645|0.3580139|0.41862023|0.0|0.59880382|0.66171551|0.42618859|0.4246515|0.4521997|0.59466434|0.69384658|0.36333323|0.55873692|0.6252113|0.5183239|0.56681657|0.64336985|0.44716138|0.42519867|0.73304313|0.6346752|0.69415188|0.3868621|0.46621495|0.37309855|0.21514106|0.44912195|0.57119334|0.35710731|0.43864876|0.22414869|0.36679563|0.3462292|0.32849312|0.46838388|0.50224578|0.45923275|0.41482407|0.50504982|0.50040305|0.6988402|0.61971343|0.30458498|0.58123821|0.71266127|0.74699384|0.43604472|0.50465536|0.59109628|0.52620864|0.42387322|0.62424409|0.26768956|0.61380297|0.88594043|0.49328279|0.50440466|0.68449956|0.32190567|0.0|0.55922222|0.74156326|0.45054942|0.57915622|0.27418199|0.67434144|1.0|0.60356575|0.41629452|0.42698884|0.69482464|0.76255071|0.55947697|0.57345402|0.58932424|0.67415738|0.60895383|0.33696359|0.14724562|0.24460483|0.34122401|0.56462044|0.2779215|0.45383868|0.87322581|0.5217998|0.462924|0.50128698|0.42608917|0.61431837|0.11617304|0.52541769|0.51918244|0.6844182|0.7736581|0.57751077|0.63456511|0.41831529|0.46015057|0.31253541|0.61429113|0.69866234|0.28155249|0.0|0.45874572|0.474931|0.6727863|0.55678421|0.57283956|0.66039848|0.83131802|0.64750791|0.19998434|0.37573645|0.68118942|0.65570045|0.48670173|0.39411974|0.49590912|0.16558261|0.37323362|0.34493184|0.28171897|0.44803762|0.57196665|0.5039866|0.35533181|0.53475064|0.23833051|0.62507486|0.41931027|0.40964124|0.31625772|0.42052525|0.50996757|0.60954523|0.68123317|0.64416039|0.29134816|0.19607177
Instrumentos y aparatos|0.67471272|0.86263895|0.98023838|0.65096557|0.87034273|0.58237696|0.74558592|0.86219209|0.71693397|0.84605277|0.91496378|0.72263801|1.0|1.0|0.92825747|0.55221641|0.85060459|0.79282808|0.96776307|0.75454938|0.86758727|0.55729508|0.87878025|0.75302672|0.80350381|0.88711911|0.9638859|0.90692145|0.93536973|0.86349738|0.81121832|1.0|0.81796479|0.89942992|0.81813192|0.75316602|0.92263114|0.84852922|1.0|1.0|0.81981301|0.87701273|0.72598767|1.0|0.9641273|0.81384414|0.0|0.21241818|1.0|0.81542242|0.9062084|0.85654712|0.97887331|1.0|0.69685972|0.85227954|0.82774818|0.8701514|1.0|0.80993915|0.72736615|1.0|0.97398114|0.71092987|0.92931402|0.81894171|0.75712824|0.77516216|0.79707742|0.34597856|0.98672891|0.92815036|0.7286641|0.84624851|0.9171387|0.79595375|0.74619508|0.66912055|0.71309161|0.86249661|0.94230497|1.0|0.8967886|0.98096728|0.95169032|0.89955503|1.0|0.73384488|0.28123605|1.0|0.8489064|0.75875115|1.0|1.0|1.0|0.65901709|0.8032214|0.82288074|0.85742617|0.65360653|0.9281615|0.6036936|0.0|0.89922762|0.82003987|0.79977947|0.83566713|0.79044008|1.0|0.95677185|0.80549324|0.95575595|0.9626804|0.85346025|0.66473138|0.90351486|0.92756367|0.81653053|0.70713985|0.40212771|0.90872502|0.689632|1.0|0.90852499|0.89650929|0.92304093|0.63945091|1.0|0.91843283|0.60257125|0.098183893|1.0|1.0|0.90755278|0.87207901|0.95279264|0.89952129|1.0|1.0|1.0|0.90252209|0.84485888|1.0|0.94304574|1.0|0.85086071|0.0|0.66191328|0.90470713|1.0|0.79466641|1.0|0.39608592|0.75143862|0.95461071|1.0|0.67182171|1.0|0.93847507|0.506666|0.94618702|1.0|0.80527866|0.8139165|0.8296684|0.62259567|0.77190977|0.63093972|0.9763453|0.66971743|0.65687835|0.87458438|0.97032619|0.79924804|0.74204922|0.78653854|0.65904033|0.92694914|1.0|0.59594393|0.68794262|0.71735811|0.7782923
Joyeria y Bisuteria|0.51207262|0.22603357|0.40953875|0.62930918|0.14938752|0.1057518|0.33095276|0.59134984|0.22365753|0.15987155|0.20331483|0.63678932|0.50547457|0.32905105|0.20184371|0.41340199|0.72068757|0.32452884|0.049217254|0.19572419|0.12118022|0.68288434|0.12108812|0.1823172|0.14797607|0.18756676|0.26511335|0.41357023|0.26059571|0.17247638|0.14724968|0.10428838|0.20385164|0.094269082|0.14425267|0.20716852|0.37154645|0.81071222|0.26106697|0.51666957|0.39894539|0.046484835|0.11413135|0.37717882|0.3443802|0.1989509|0.0|0.38545522|0.27248123|0.2369011|0.27220544|0.35859862|0.20087022|0.92047691|0.42644078|0.2080338|0.15016834|0.19409029|0.60306156|0.10015291|0.14213118|0.28141817|0.16428816|0.24481398|0.33754945|0.10026005|0.19422692|0.11176594|0.18465805|1.0|0.13681455|0.21682075|0.10860128|1.0|0.21239726|0.15716487|0.03296534|0.1270074|0.1886656|0.1813231|0.21757466|0.32654694|0.30885088|0.68278933|0.54865557|0.16840205|0.26598856|0.65326989|0.57399917|0.3535226|0.30351543|0.21521342|0.42924869|0.80761707|0.21867363|0.12322795|0.069103494|0.92769563|0.11149205|0.066583022|0.18343961|0.11085838|0.0|0.25892025|0.34869528|0.29298848|0.91926932|0.21073475|0.55363625|0.1610052|0.46619713|0.35612169|0.19088392|0.27059853|0.15832314|0.076114722|0.20192623|0.25074503|0.27495643|0.060963113|0.070503891|0.11006522|0.33676982|0.71508074|0.35218236|0.4350749|0.13384825|0.44272655|0.28029668|0.044657957|0.24724051|0.37509876|0.25611264|0.20210385|0.23707685|0.13746518|0.83066767|0.34666312|0.41639146|0.31731251|0.15214622|0.63953817|0.15162928|0.093415625|0.21547738|0.73763704|0.0|0.13480142|0.19418858|0.61637169|0.17801866|0.86735523|0.03276708|0.50377691|0.32772368|0.13856049|0.72344303|0.26274943|0.79199415|0.059999783|0.44963533|0.57593966|0.20467892|0.15656871|0.16947713|0.31767765|0.13238679|0.075207509|0.37241995|0.40323251|0.10310957|0.17945793|0.16425388|0.15800202|0.15173715|0.22340602|0.19157355|0.25978377|0.18144561|0.31565958|0.29954392|0.11728685|0.13647628
Lácteos y sus derivados|0.45528057|0.4386313|0.62567317|0.47996718|0.66492164|0.39410836|0.81134707|0.62680787|0.7470479|0.13571227|0.59064746|0.698304|0.35299277|0.39080524|0.67929554|0.47596443|0.88906312|0.53451169|0.69979191|0.73074967|0.49839616|0.80782831|0.035481617|0.37537095|0.56458461|0.4838087|0.33382034|0.78080732|0.84807187|0.56906402|0.31625837|0.70994449|0.6117391|0.86124444|0.55687535|0.44866085|0.12602524|0.59848583|0.43260938|0.59420848|0.63294792|0.78681791|0.61265045|0.40182501|0.29984516|0.45703799|0.0|0.6789692|0.46478814|0.48824999|0.16624719|0.73145664|0.74436533|0.66777384|0.37714583|0.57488847|0.50202405|0.59652233|0.16015284|0.39173838|0.49677199|0.7947886|0.47466141|0.80666006|0.47181746|0.6550281|0.81853914|0.68620664|0.37867224|0.77021331|0.76348341|0.73496711|0.54708934|0.086887047|0.60012376|0.28352186|0.52312231|0.64363527|0.41845733|0.4727841|0.54665023|0.16465694|0.58147204|0.4619574|0.58732295|0.31756249|0.21666083|0.66663927|0.54603761|0.26097804|0.57604825|0.60617673|0.35904312|0.67633402|0.57319677|0.38927504|0.22181734|0.72909975|0.31457716|0.48221236|0.55542451|0.36460978|0.0|0.51529723|0.695912|0.75986147|0.41837209|0.47519639|0.65918624|0.89143902|0.68214047|0.52100372|0.48365194|0.82532942|0.832398|0.42884126|0.65991825|0.51194006|0.68760121|0.65128899|0.46935451|0.65253532|0.31982166|0.26515102|0.28396896|0.19391261|0.44139278|0.92108291|0.40029901|0.21635854|0.80268693|0.20310843|0.44677937|0.4976548|0.33450502|0.5472877|0.5577054|0.46712038|0.54464507|0.47162104|0.5087983|0.70881975|0.43793648|0.56307167|0.50418425|0.54261619|0.0|0.52439058|0.45997053|0.70654368|0.37059885|0.64899343|0.57387573|0.6148876|0.73508567|0.30299529|0.39082569|0.52936089|0.32133389|0.6345197|0.53627592|0.50949645|0.32442084|0.42855394|0.58845943|0.77814019|0.74919266|0.80228782|0.26701027|0.11963512|0.4283424|0.30629444|0.42218748|0.28046119|0.19195062|0.41656685|0.64662254|0.34448281|0.45596457|0.71150339|0.43101257|0.45320523|0.49356151
Material Promocional|0.20092757|0.2858687|0.52470213|0.36779755|0.26899683|0.47879475|0.27002916|0.31224605|0.29773811|0.42345458|0.27048674|0.35564724|0.64743018|0.57027346|0.27146325|0.23955174|0.30042404|0.27147171|0.36899561|0.3853375|0.27599123|0.61432993|0.42634451|0.45337844|0.28154969|0.22466978|0.43672073|0.52617037|0.33736569|0.26828039|0.28004795|0.3107233|0.42156696|0.34859094|0.3784779|0.27267081|0.60751498|0.18430445|0.49353296|0.14729223|0.48779312|0.20771618|0.23673472|0.5347473|0.45010573|0.29694867|0.0|0.31022349|0.51359737|0.25992411|0.45601434|0.31075296|0.32825661|0.35748541|0.24646707|0.42238945|0.45594209|0.61219275|0.67589438|0.41353291|0.35371339|0.23820502|0.53926474|0.3656615|0.52655804|0.24567194|0.22036645|0.35539281|0.26361537|0.62180477|0.35183382|0.37693298|0.36861366|0.43724954|0.38055596|0.25051358|0.21618791|0.33995235|0.26133737|0.3958444|0.44408298|0.25187299|0.27902216|0.44367355|0.50561696|0.24765405|0.53536105|0.47254604|0.47092879|0.38796329|0.2629025|0.29654294|0.56354499|0.30635381|0.46095037|0.30143523|0.20962235|0.30531049|0.21670328|0.11685091|0.41477084|0.18578807|0.0|0.34920591|0.40248632|0.20519632|0.53931773|0.2410633|0.19467504|0.49228209|0.29708058|0.22221918|0.29823098|0.46138763|0.26862991|0.33064881|0.32650679|0.21644893|0.42843872|0.32932407|0.25058761|0.2754862|0.57475185|0.28093141|0.51237369|0.60705328|0.19058464|0.25288439|0.21646741|0.78968096|0.21918797|0.46236628|0.43108654|0.39567351|0.59306383|0.35730523|0.39431471|0.62632489|0.29743266|0.53920192|0.30200109|0.22992885|0.32888198|0.4042297|0.48673505|0.46384373|0.0|0.18226162|0.35603803|0.29258335|0.19306205|0.31506062|0.16507375|0.26166612|0.3419953|0.31764388|0.26438949|0.56697649|0.52717483|0.24806359|0.27438807|0.34640384|0.37502658|0.14416289|0.22337377|0.36507812|0.35364187|0.27166322|0.20646977|0.20803404|0.33521584|0.21713138|0.36610121|0.31333783|0.31912956|0.2535339|0.44250369|0.56671035|0.15480152|0.25485423|0.33377391|0.37900406|0.30610895
Materiales de construcción|0.35997224|0.88857824|0.7330268|0.75725704|0.73019761|1.0|0.89226127|0.69961494|0.52731884|0.72761476|0.6637857|0.87021798|0.77700561|0.82098675|0.85266989|0.8173933|0.74606276|0.60431498|0.8911404|0.76744282|0.83472753|0.84798694|0.67033625|0.67830229|0.70391583|0.69922835|0.67564231|0.72903395|0.72623807|0.82149607|0.66626412|0.65959382|0.52777719|0.87560809|0.71059626|0.6827026|0.74477971|0.4671911|0.64947784|0.33692777|0.8628099|0.74855793|0.6564157|0.585783|0.78798401|0.66695529|0.0|0.46828544|0.89345306|1.0|0.69328064|0.58711672|0.63752639|0.58685899|0.52191162|0.74231941|0.7202906|0.4727273|0.72725224|0.63076341|0.63612431|0.74863863|0.85500324|0.53105944|0.84275508|0.69450784|0.74498951|0.91315335|0.67515659|0.71045649|0.84264827|0.50895935|0.87946451|0.77568603|0.61359012|0.69399291|0.59768438|0.70344257|0.51619041|0.63152945|0.7854647|0.64015079|0.63053471|0.78044558|0.68470669|0.479976|0.88370854|1.0|0.95023078|0.79345381|0.62000644|0.91094124|0.6507411|0.71525645|0.87267607|0.61520314|0.78030127|0.70892555|0.7982769|0.76638556|0.65978551|0.71363235|0.0|0.72895718|0.87644565|0.62683654|0.47508419|0.71839809|0.52600741|0.85699308|0.77155983|0.62548637|0.76997757|0.87845051|0.70002389|0.60832858|0.91314995|0.80055952|0.8714931|0.69220805|0.92787021|0.54778612|0.74827456|0.65476727|0.79268956|0.81939864|0.60407996|0.67574954|0.47616565|1.0|0.0|0.68330514|0.74045885|0.64440179|0.65236616|0.56048131|0.81839556|0.81795645|0.68412971|0.74014592|0.92703086|0.75693858|0.73159575|0.79929256|0.72882128|0.75931704|0.0|0.83549601|0.75970984|0.74250913|0.76024175|0.70040131|0.63773727|0.5457868|0.66234708|0.70464361|0.42937374|0.8372221|0.88943326|0.65150267|0.63735402|0.55737466|0.62392849|0.78300315|0.76554227|0.24514559|0.81227314|1.0|0.78772962|0.46962482|0.59392959|0.78219575|0.75858462|0.5443781|0.76270175|0.73212361|0.81639898|0.45257777|0.56822926|0.64890802|0.75684559|0.85594749|0.71438253
Metalmecánica|0.80850995|1.0|1.0|0.79169774|1.0|0.94008923|1.0|0.9200753|0.86937642|0.90540975|1.0|0.5477128|0.95229053|0.96374476|1.0|0.73013186|0.63508773|0.98187149|1.0|1.0|0.98750323|0.30329785|1.0|0.95084095|1.0|1.0|1.0|0.93418604|0.75674903|1.0|1.0|0.74213594|0.91265643|0.78250557|0.97512126|0.83340359|1.0|0.93176937|0.86448216|0.82584649|0.83320522|0.73317397|0.91919625|0.97430861|1.0|1.0|0.0|0.29761416|0.95778787|0.96147025|1.0|0.97600633|1.0|0.87059808|1.0|0.79504293|1.0|1.0|0.93088758|1.0|0.90135479|0.89456898|0.94383156|0.69082677|1.0|0.60502803|0.86356825|1.0|1.0|0.36770371|0.91058391|1.0|0.85930091|0.98608184|1.0|1.0|0.80464089|0.78839135|0.89298522|1.0|1.0|0.96332443|1.0|1.0|0.8320061|0.80244887|0.7820797|0.79590833|0.9106251|0.93360841|1.0|1.0|0.82362646|0.75410944|0.93628371|1.0|0.93901771|0.86107951|0.84151554|0.54671884|1.0|0.73696685|0.0|1.0|0.94798797|0.64057779|0.52607834|0.74950796|0.96033227|0.70977366|0.50621575|1.0|1.0|1.0|1.0|0.89098632|1.0|0.93459499|0.92028695|0.31483173|0.85081494|0.89035797|0.9131242|0.82846975|1.0|0.96748018|0.94430679|0.94825268|1.0|0.98288012|0.066872835|0.95010948|0.82851994|1.0|1.0|1.0|1.0|0.93859982|0.71235502|0.98419827|1.0|1.0|0.97766048|1.0|0.97475767|1.0|0.0|1.0|1.0|0.89232296|1.0|0.81597525|0.70704556|0.78333271|1.0|0.87833071|0.78355634|0.8801924|0.8633033|1.0|1.0|0.94561106|1.0|1.0|0.95883912|0.60804474|0.88475382|0.87697029|1.0|1.0|0.7628125|0.88661653|0.93303275|1.0|0.97916907|1.0|1.0|0.43112031|0.9275744|0.91040277|0.79662198|0.72983611|0.95415986
Muebles y maderas|0.40965754|0.62983352|0.65413547|0.52258682|0.21840134|0.95424926|0.86080539|0.54360294|0.59246731|0.31093115|0.49520105|0.66354311|0.5748027|0.6702714|0.63563192|0.67606735|0.51299286|0.24070193|0.53026772|0.55680692|0.30940163|0.88724911|0.30994412|0.41734624|0.4067508|0.62067735|0.25299114|0.40033925|0.30590832|0.38199601|0.37701476|0.79096025|0.63923782|0.58474457|0.46548784|0.57831252|0.39668685|0.28173649|0.34990519|0.41755182|0.70220494|0.69652522|0.16714418|0.60687876|0.47792977|0.44293934|0.0|0.16400373|0.83998102|0.84114146|0.30973002|0.67356449|0.36773467|0.51850367|0.75147772|0.6541391|0.52014178|0.41921172|0.71121627|0.75387299|0.36854774|0.47461662|0.56307769|0.16624479|0.59915733|0.21996588|0.56667173|0.65719831|0.44204718|0.85137022|0.80862963|0.4522261|0.70400685|0.30034906|0.39255399|0.39460677|0.39294937|0.28201431|0.54074824|0.38131738|0.48530102|0.41289097|0.34243828|0.63885647|0.48946673|0.35707015|0.6696471|0.77121335|0.62191993|0.6110996|0.39834535|0.79171121|0.71759796|0.56500649|0.54676807|0.47070354|0.44552791|0.64232403|0.53362757|0.58806705|0.71562868|0.35254434|0.0|0.52839112|0.50749403|0.39365035|0.31311268|0.38643438|0.32396078|0.62528735|0.4514043|0.28114921|0.53316391|0.57105947|0.43920547|0.72348654|0.58957314|0.45402813|0.60965186|0.80073428|0.43371272|0.17333031|0.40799111|0.32906204|0.72814906|0.46801421|0.48563206|0.46012741|0.35251325|0.7692064|0.32487804|0.29990944|0.64335954|0.44234681|0.34691924|0.47796577|0.71295369|0.83510828|0.10454726|0.50626886|0.38311177|0.49620122|0.29582512|0.39050123|0.23976892|0.68280733|0.0|0.51075608|0.37291023|0.57383943|0.28625086|0.28382501|0.34074491|0.6883322|0.29320568|0.36831975|0.32303736|0.49529508|0.62022364|0.30465469|0.2602787|0.38584754|0.23515847|0.71517336|0.32286125|0.88190734|0.59259766|0.3992275|0.72691357|0.17414226|0.52176142|0.40504056|0.31588167|0.20777395|0.34670126|0.65010679|0.7461015|0.37809518|0.36562714|0.43309519|0.5536347|0.39563262|0.42523697
